userId,testValues
401, 5.494449e+00 5.277209e+00 5.079671e+00 5.000000e+00 5.000000e+00
405, 3.816524e+00 3.816524e+00 0 0 0
412, 4.000000e+00 3.816524e+00 3.816524e+00 3.538894e+00 3.333333e+00
413, 4.615385e+00 4.166667e+00 4.090909e+00 4.090909e+00 3.816524e+00
415, 0 0 0 0 0
418, 3.053219e+00 2.786652e+00 2.786652e+00 2.786652e+00 0
431, 2.320508e+00 2.320508e+00 2.320508e+00 2.320508e+00 2.320508e+00
433, 4.580399e+00 4.220645e+00 3.843508e+00 3.600000e+00 3.434872e+00
441, 4.220645e+00 3.816524e+00 3.538894e+00 3.434872e+00 3.333333e+00
443, 3.538894e+00 3.538894e+00 3.500000e+00 3.364707e+00 3.333333e+00
445, 3.230769e+00 3.230769e+00 3.230769e+00 3.230769e+00 3.230769e+00
449, 3.816524e-01 3.538894e-01 3.333333e-01 3.333333e-01 0
456, 0 0 0 0 0
458, 4.166667e+00 3.636364e+00 3.636364e+00 3.636364e+00 3.636364e+00
459, 3.185004e+00 3.185004e+00 3.172234e+00 3.000000e+00 0
463, 3.816524e+00 3.636364e+00 3.364707e+00 3.364707e+00 3.364707e+00
466, 0 0 0 0 0
477, 7.241351e+00 6.857143e+00 6.857143e+00 6.666667e+00 6.594740e+00
478, 4.444444e+00 3.538894e+00 3.405424e+00 0 0
481, 4.444444e+00 4.000000e+00 3.816524e+00 3.797959e+00 3.538894e+00
487, 4.000000e+00 3.816524e+00 3.816524e+00 3.636364e+00 3.333333e+00
488, 3.272727e+00 3.028237e+00 0 0 0
491, 4.641016e-01 4.364917e-01 4.000000e-01 0 0
494, 3.053219e+00 2.666667e+00 0 0 0
503, 3.816524e+00 3.636364e+00 3.636364e+00 3.636364e+00 3.636364e+00
504, 2.333333e+00 2.333333e+00 0 0 0
508, 3.816524e-01 3.636364e-01 3.636364e-01 3.636364e-01 3.636364e-01
509, 3.636364e+00 3.636364e+00 3.636364e+00 3.636364e+00 3.636364e+00
510, 2.666667e+00 2.666667e+00 2.666667e+00 0 0
511, 2.181818e+00 2.181818e+00 2.181818e+00 2.181818e+00 0
516, 4.153846e+00 3.636364e+00 2.373864e+00 2.355295e+00 2.181818e+00
524, 2.545455e+00 2.545455e+00 2.545455e+00 2.545455e+00 1.769447e+00
527, 5.000000e+00 4.545455e+00 4.000000e+00 4.000000e+00 0
531, 3 3 3 3 3
532, 0 0 0 0 0
541, 3.636364e+00 3.630467e+00 3.364707e+00 3.272727e+00 3.272727e+00
542, 4.444444e+00 4.364917e+00 4.364917e+00 4.014916e+00 4.014916e+00
543, 0 0 0 0 0
549, 4.545455e+00 4.494897e+00 4.494897e+00 4.494897e+00 4.494897e+00
551, 5.000000e+00 4.355120e+00 3.636364e+00 3.636364e+00 0
559, 2.727273e+00 2.696938e+00 2.400000e+00 2.278775e+00 2.123336e+00
565, 3.076923e+00 3.076923e+00 2.289914e+00 2.123336e+00 8.000000e-01
568, 2.545455e+00 2.545455e+00 0 0 0
569, 4.494897e+00 4.494897e+00 4.494897e+00 4.000000e+00 4.000000e+00
572, 4.615385e+00 0 0 0 0
582, 2.831115e+00 2.666667e+00 2.666667e+00 0 0
589, 2.545455e+00 2.545455e+00 2.438320e+00 0 0
590, 3.000000e+00 2.613072e+00 2.181818e+00 2.181818e+00 0
592, 3.538894e-01 3.538894e-01 3.333333e-01 3.333333e-01 3.333333e-01
595, 2.658571e+00 2.545455e+00 0 0 0
599, 4.176915e+00 3.919608e+00 3.857143e+00 3.857143e+00 3.613425e+00
600, 3.630467e+00 3.560795e+00 3.294229e+00 3.294229e+00 3.294229e+00
603, 3.204277e+00 3.204277e+00 3.076923e+00 3.076923e+00 3.076923e+00
605, 4.364917e+00 4.364917e+00 4.014916e+00 4.014916e+00 4.014916e+00
606, 3.816524e+00 3.816524e+00 3.750000e+00 3.333333e+00 2.823697e+00
615, 3.538894e+00 0 0 0 0
616, 4.220645e+00 3.538894e+00 0 0 0
617, 4.800000e+00 3.750000e+00 3.434872e+00 3.434872e+00 3.272727e+00
621, 3.816524e+00 3.333333e+00 3.333333e+00 3.333333e+00 3.333333e+00
632, 1.688258e+00 0 0 0 0
643, 3.816524e+00 3.636364e+00 0 0 0
646, 3.816524e-01 3.636364e-01 3.636364e-01 0 0
651, 4.142136e+00 4.142136e+00 3.797959e+00 3.797959e+00 3.660254e+00
652, 3.206279e+00 3.000000e+00 3.000000e+00 2.671567e+00 2.562178e+00
653, 3.333333e+00 2.909091e+00 2.909091e+00 2.909091e+00 2.899495e+00
654, 2.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00
658, 3.483315e+00 3.333333e+00 3.333333e+00 3.333333e+00 3.333333e+00
659, 3.272727e+00 3.028237e+00 0 0 0
663, 4.823529e+00 4.667558e+00 4.562500e+00 4.500000e+00 4.500000e+00
665, 7.633048e-01 7.272727e-01 7.272727e-01 7.272727e-01 0
673, 0 0 0 0 0
675, 4.771540e+00 4.372693e+00 4.372693e+00 4.364917e+00 4.364917e+00
680, 5.000000e+00 5.000000e+00 2.671567e+00 1.818182e+00 1.818182e+00
681, 4.641016e+00 4.285714e+00 4.285714e+00 4.014916e+00 4.014916e+00
684, 4.153846e+00 4.153846e+00 4.117647e+00 3.932257e+00 3.882353e+00
691, 3.630467e+00 3.434872e+00 3.272727e+00 3.272727e+00 3.272727e+00
696, 2.333333e+00 0 0 0 0
700, 4.166667e+00 4.062758e+00 3.816524e+00 3.636364e+00 3.636364e+00
705, 3.376516e+00 2.500000e+00 2.123336e+00 2.000000e+00 2.000000e+00
706, 0 0 0 0 0
710, 0 0 0 0 0
712, 5.000000e+00 4.545455e+00 4.000000e+00 4.000000e+00 3.692308e+00
713, 4.615385e+00 4.166667e+00 4.166667e+00 4.166667e+00 4.166667e+00
715, 2 0 0 0 0
717, 3.816524e+00 3.333333e+00 3.211933e+00 2.909091e+00 2.909091e+00
722, 3.364707e+00 2.769231e+00 2.671567e+00 2.333333e+00 2.289914e+00
725, 3.538894e-01 3.364707e-01 0 0 0
729, 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00
733, 3.053219e+00 2.909091e+00 2.909091e+00 2.909091e+00 2.909091e+00
739, 3.272727e+00 3.272727e+00 3.028237e+00 2.500000e+00 2.289914e+00
741, 5.116526e+00 5.116526e+00 5.000000e+00 4.615385e+00 4.615385e+00
744, 0 0 0 0 0
747, 3.230769e+00 2.916667e+00 2.916667e+00 2.671567e+00 2.545455e+00
750, 3.636364e+00 3.333333e+00 2.909091e+00 2.909091e+00 2.691766e+00
757, 2.909091e+00 2.909091e+00 2.909091e+00 2.691766e+00 2.333333e+00
759, 3.816524e+00 3.636364e+00 3.636364e+00 3.636364e+00 3.636364e+00
761, 2.916667e+00 2.545455e+00 2.545455e+00 2.438320e+00 0
773, 4.444444e+00 4.444444e+00 4.220645e+00 4.176915e+00 4.033852e+00
777, 7.272727e-01 7.272727e-01 0 0 0
780, 4.305009e+00 3.816524e+00 3.727922e+00 3.692308e+00 3.600000e+00
782, 4.000000e+00 4.000000e+00 3.538894e+00 3.538894e+00 3.333333e+00
784, 3.816524e+00 3.636364e+00 2.289914e+00 4.142136e-01 3.797959e-01
787, 4.615385e+00 4.615385e+00 4.615385e+00 4.615385e+00 4.615385e+00
788, 0 0 0 0 0
789, 2.420311e+00 2.181818e+00 2.089989e+00 2.018824e+00 1.447265e+00
791, 3.595918e+00 3.313708e+00 3.313708e+00 3.272727e+00 3.272727e+00
792, 4.014916e+00 4.014916e+00 4.014916e+00 4.014916e+00 3.797959e+00
796, 4.033852e+00 3.636364e+00 3.636364e+00 3.200000e+00 3.053219e+00
801, 4.500000e+00 3.802437e+00 3.727922e+00 3.712813e+00 3.712813e+00
806, 4.000000e+00 3.816524e+00 3.816524e+00 3.636364e+00 3.636364e+00
808, 4.444444e+00 3.797959e+00 3.538894e+00 3.538894e+00 3.538894e+00
810, 3.816524e+00 3.797959e+00 3.538894e+00 3.538894e+00 3.538894e+00
813, 4.176915e+00 3.919608e+00 3.857143e+00 3.816524e+00 3.816524e+00
816, 3.211933e+00 3.146428e+00 3.146428e+00 3.146428e+00 3
820, 5 5 5 5 5
826, 4.000000e+00 3.816524e+00 3.750000e+00 3.333333e+00 3.333333e+00
827, 4.117647e+00 3.897721e+00 3.227082e+00 3.200000e+00 3.185004e+00
828, 4.000000e+00 4.000000e+00 3.660254e+00 3.660254e+00 3.660254e+00
831, 5.595270e+00 5.277778e+00 5 4.750000e+00 4.750000e+00
833, 3.333333e+00 3.333333e+00 3.333333e+00 3.333333e+00 1.454545e+00
834, 4.033852e+00 3.816524e+00 3.816524e+00 3.636364e+00 3.636364e+00
835, 0 0 0 0 0
839, 4.545455e+00 3.816524e+00 3.636364e+00 3.555556e+00 3.538894e+00
850, 3.538894e+00 3.538894e+00 3.364707e+00 3.053219e+00 2.909091e+00
852, 5.165592e+00 5.076641e+00 5.064539e+00 4.800000e+00 4.800000e+00
853, 2.928203e+00 2.831115e+00 2.823697e+00 2.666667e+00 2.666667e+00
854, 4.500000e+00 4.326666e+00 4.090909e+00 4.090909e+00 3.798580e+00
857, 2.916667e+00 2.545455e+00 2.545455e+00 2.545455e+00 0
862, 5.421053e+00 5.421053e+00 5.368421e+00 5.222222e+00 5.222222e+00
867, 4.615385e+00 4.615385e+00 3.636364e+00 3.636364e+00 3.636364e+00
869, 0 0 0 0 0
873, 2.545455e+00 2.545455e+00 2.477226e+00 2.333333e+00 2.333333e+00
874, 0 0 0 0 0
879, 3.000000e+00 2.803742e+00 2.545455e+00 2.545455e+00 2.545455e+00
883, 0 0 0 0 0
884, 0 0 0 0 0
886, 3.000000e+00 3.000000e+00 0 0 0
888, 5.292580e+00 5.227744e+00 4.545455e+00 4.364917e+00 4.364917e+00
890, 4.176915e+00 4.176915e+00 4.176915e+00 4.176915e+00 3.857143e+00
899, 4.033852e-01 4.033852e-01 4.033852e-01 4.014916e-01 4.014916e-01
900, 4.500000e+00 4.355120e+00 4.142136e+00 4.090909e+00 3.816524e+00
905, 2.769231e+00 1.818182e+00 1.818182e+00 1.818182e+00 0
907, 4.285714e+00 3.797959e+00 2.181818e+00 4.220645e-01 3.538894e-01
908, 3.727922e+00 3.712813e+00 3.712813e+00 3.630467e+00 3.491933e+00
909, 4.641016e+00 4.641016e+00 4.285714e+00 4.285714e+00 4.285714e+00
916, 1.090909e+00 1.090909e+00 0 0 0
919, 3.816524e+00 3.538894e+00 3.333333e+00 3.333333e+00 4.000000e-01
926, 4.176915e+00 3.874259e+00 0 0 0
927, 4.615385e+00 4.355120e+00 4.166667e+00 4.033852e+00 4.033852e+00
929, 3.816524e+00 3.538894e+00 3.333333e+00 3.333333e+00 3.333333e+00
937, 3.272727e+00 3.272727e+00 3.272727e+00 1.867727e+00 1.853873e+00
942, 3.538894e+00 3.000000e+00 3.000000e+00 7.748518e-01 7.748518e-01
944, 4.641016e+00 4.285714e+00 4.014916e+00 3.797959e+00 3.797959e+00
946, 4.166667e-01 3.618162e-01 3.618162e-01 3.364707e-01 3.364707e-01
947, 4.295030e+00 4.000000e+00 3.816524e+00 3.816524e+00 3.816524e+00
949, 0 0 0 0 0
956, 4.249224e+00 2.671567e+00 2.545455e+00 2.545455e+00 2.438320e+00
958, 0 0 0 0 0
961, 2.671567e+00 0 0 0 0
968, 3.636364e+00 3.636364e+00 3.636364e+00 3.636364e+00 3.000000e+00
969, 3.816524e+00 3.816524e+00 3.636364e+00 3.636364e+00 3.636364e+00
972, 8.029832e-01 8.029832e-01 8.029832e-01 7.500000e-01 7.500000e-01
977, 1.797959e+00 1.797959e+00 1.797959e+00 1.797959e+00 1.797959e+00
978, 3.750000e+00 3.538894e+00 3.434872e+00 3.364707e+00 3.272727e+00
979, 4.615385e+00 4.615385e+00 3.000000e+00 3.000000e+00 2.909091e+00
982, 3.636364e+00 3.618162e+00 3.364707e+00 3.636364e-01 3.636364e-01
983, 3.636364e+00 3.636364e+00 3.375000e+00 0 0
987, 0 0 0 0 0
990, 5.149440e+00 5.143598e+00 5.021741e+00 5.010857e+00 5.003691e+00
1005, 4.033852e+00 4.033852e+00 0 0 0
1010, 3.636364e+00 3.636364e+00 3.636364e+00 2.954451e+00 2.355295e+00
1011, 3.816524e+00 2.500000e+00 2.500000e+00 2.307692e+00 2.307692e+00
1014, 4.615385e+00 4.615385e+00 4.615385e+00 4.615385e+00 4.615385e+00
1016, 0 0 0 0 0
1017, 4.444444e+00 3.750000e+00 6.666667e-01 0 0
1033, 2.545455e+00 2.545455e+00 2.307692e+00 2.307692e+00 2.177560e+00
1043, 0 0 0 0 0
1044, 4.800000e+00 4.526067e+00 3.712813e+00 3.712813e+00 3.712813e+00
1046, 0 0 0 0 0
1055, 3.333333e+00 3.333333e+00 3.272727e+00 2.909091e+00 2.909091e+00
1060, 4.355120e+00 4.355120e+00 4.355120e+00 4.355120e+00 4.000000e+00
1061, 3.211933e+00 3.038367e+00 2.545455e+00 2.355295e+00 2.278775e+00
1067, 5.342959e+00 5.000000e+00 4.944919e+00 4.842833e+00 4.641016e+00
1068, 0 0 0 0 0
1076, 4.285714e-01 4.014916e-01 3.797959e-01 3.797959e-01 3.636364e-01
1077, 3.181818e+00 2.909091e+00 2.909091e+00 2.909091e+00 2.909091e+00
1084, 5.000000e+00 5.000000e+00 5.000000e+00 3.797959e+00 3.333333e+00
1097, 3.660254e+00 3.636364e+00 3.636364e+00 3.538894e+00 3.538894e+00
1102, 0 0 0 0 0
1107, 1.333333e+00 1.333333e+00 1.009412e+00 4.494897e-01 4.494897e-01
1110, 3.636364e+00 0 0 0 0
1112, 1.666667e+00 8.000000e-01 3.538894e-01 3.364707e-01 0
1113, 4.772256e+00 4.568332e+00 4.545455e+00 4.414061e+00 4.260938e+00
1114, 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00
1117, 3.313708e+00 2.831115e+00 2.831115e+00 2.691766e+00 2.666667e+00
1118, 4.800000e+00 4.004049e+00 4.000000e+00 3.733333e+00 3.636364e+00
1121, 3.333333e+00 3.333333e+00 2.909091e+00 2.909091e+00 2.909091e+00
1122, 0 0 0 0 0
1128, 2.671567e+00 2.545455e+00 2.477226e+00 2.477226e+00 2.355295e+00
1135, 0 0 0 0 0
1136, 3.636364e+00 0 0 0 0
1137, 4.686270e+00 4.615385e+00 4.615385e+00 4.500000e+00 4.500000e+00
1144, 0 0 0 0 0
1145, 3.227082e+00 0 0 0 0
1146, 3.272727e+00 2.831115e+00 2.831115e+00 1.666667e+00 1.666667e+00
1148, 3.500000e+00 3.048584e+00 2.545455e+00 2.545455e+00 2.545455e+00
1151, 3.816524e+00 3.798580e+00 3.636364e+00 3.364707e+00 3.272727e+00
1152, 5.285714e+00 5.129136e+00 5.064539e+00 4.500000e+00 4.500000e+00
1157, 2.666667e+00 1.818182e+00 0 0 0
1159, 4.285714e+00 4.166667e+00 3.816524e+00 3.618162e+00 3.538894e+00
1161, 5.226974e+00 4.998769e+00 4.998769e+00 4.998769e+00 4.998769e+00
1163, 3.364707e+00 0 0 0 0
1165, 4.721360e+00 4.545455e+00 4.545455e+00 4.368937e+00 4.250000e+00
1173, 4.641016e+00 4.641016e+00 4.285714e+00 4.285714e+00 4.014916e+00
1175, 3.636364e+00 3.636364e+00 3.636364e+00 3.636364e+00 3.333333e+00
1177, 3.636364e+00 3.636364e+00 0 0 0
1178, 4.954592e+00 4.704970e+00 4.615385e+00 4.500000e+00 4.500000e+00
1180, 1.908262e+00 1.908262e+00 1.818182e+00 1.818182e+00 1.818182e+00
1181, 4.500000e+00 3.919608e+00 3.272727e+00 3.272727e+00 0
1184, 1.769447e+00 0 0 0 0
1189, 0 0 0 0 0
1190, 3.816524e+00 3.636364e+00 3.636364e+00 3.636364e+00 3.636364e+00
1193, 4.166667e+00 4.166667e+00 4.142136e+00 4.033852e+00 4.014916e+00
1201, 3.613425e+00 3.613425e+00 3.613425e+00 3.375000e+00 3.375000e+00
1204, 4.083677e+00 3.053219e+00 3.053219e+00 2.671567e+00 2.666667e+00
1205, 4.285714e+00 3.038367e+00 3.038367e+00 3.038367e+00 2.899495e+00
1218, 3.434872e+00 3.272727e+00 3.272727e+00 2.909091e+00 2.333333e+00
1222, 0 0 0 0 0
1224, 3.000000e+00 3.000000e+00 0 0 0
1229, 1.526610e+00 1.454545e+00 1.454545e+00 1.454545e+00 1.454545e+00
1233, 3.538894e+00 3.313708e+00 3.038367e+00 3.038367e+00 3.038367e+00
1235, 2.823697e+00 2.823697e+00 2.477226e+00 2.477226e+00 2.355295e+00
1236, 6.108097e+00 5.833333e+00 5.541825e+00 5.415670e+00 5.399371e+00
1238, 3.816524e+00 3.636364e+00 0 0 0
1240, 4.000000e+00 4.000000e+00 3.928425e+00 3.928425e+00 3.857143e+00
1249, 7.272727e-01 0 0 0 0
1256, 3.538894e+00 0 0 0 0
1263, 4.000000e+00 3.816524e+00 3.538894e+00 3.365185e+00 3.200000e+00
1264, 4.444444e+00 4.220645e+00 3.405424e+00 0 0
1279, 3.333333e+00 3.294229e+00 3.053219e+00 2.909091e+00 2.884444e+00
1280, 2.485281e+00 2.485281e+00 0 0 0
1282, 4.176915e+00 4.014916e+00 3.630467e+00 3.630467e+00 3.434872e+00
1289, 3.538894e+00 3.538894e+00 3.333333e+00 3.333333e+00 3.333333e+00
1291, 4.500000e+00 4.500000e+00 4.500000e+00 4.500000e+00 4.500000e+00
1292, 3.364707e+00 0 0 0 0
1297, 3.750000e+00 3.434872e+00 3.272727e+00 3.272727e+00 3.200000e+00
1298, 0 0 0 0 0
1314, 3.418163e+00 3.000000e+00 0 0 0
1316, 0 0 0 0 0
1322, 3.750000e+00 3.538894e+00 3.364707e+00 3.364707e+00 3.364707e+00
1327, 4.176915e+00 3.857143e+00 3.613425e+00 3.613425e+00 3.256346e+00
1333, 4.176915e+00 4.176915e+00 4.176915e+00 4.176915e+00 4.176915e+00
1334, 4.153846e+00 4.153846e+00 4.153846e+00 4.153846e+00 4.153846e+00
1335, 2.671567e+00 2.477226e+00 2.289914e+00 2.181818e+00 2.181818e+00
1336, 3.055442e+00 3.055442e+00 2.810441e+00 2.810441e+00 2.711981e+00
1343, 2.810441e+00 2.810441e+00 2.810441e+00 2.625000e+00 2.477226e+00
1345, 4.153846e+00 4.033852e+00 4.014916e+00 4.014916e+00 4.014916e+00
1346, 4.000000e+00 3.484096e+00 2.909091e+00 2.909091e+00 0
1348, 4.153846e+00 4.153846e+00 3.272727e+00 3.272727e+00 3.272727e+00
1356, 1.682354e+00 1.392305e+00 0 0 0
1361, 3.206279e+00 3 2.954451e+00 2.823697e+00 2.810441e+00
1365, 3.227082e+00 3.227082e+00 3.053219e+00 3.053219e+00 3.053219e+00
1373, 3.434872e+00 3.272727e+00 3.134983e+00 3.134983e+00 3.134983e+00
1378, 3.636364e+00 0 0 0 0
1379, 3.055442e+00 3.055442e+00 2.810441e+00 2.625000e+00 2.625000e+00
1387, 4.761714e+00 4.187500e+00 4.187500e+00 4 4
1391, 4.686547e+00 4.523972e+00 4.523972e+00 4.523972e+00 4.523972e+00
