userId,testValues
223, 10 10 10 10 10
234, 9 9 9 9 9
240, 9 9 9 9 9
246, 9 9 9 9 9
247, 10 10 10 10 10
250, 8 8 8 8 8
257, 10 10 10 10 10
258, 10 10 10 10 10
268, 4 4 4 4 4
269, 10 10 10 10 10
270, 10 10 10 10 10
274, 9 9 9 9 9
278, 10 10 10 10 10
281, 1.000000e+01 1.000000e+01 10 10 10
288, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
294, 10 10 10 10 10
296, 8 8 8 8 8
299, 10 10 10 10 10
301, 10 10 10 10 10
308, 10 10 10 10 10
310, 10 10 10 10 10
312, 10 10 10 10 10
314, 10 10 10 10 10
318, 9 9 9 9 9
321, 10 10 10 10 10
326, 6 6 6 6 6
327, 9 9 9 9 9
333, 6 6 6 6 6
336, 10 10 10 10 10
337, 9 9 9 9 9
339, 10 10 10 10 10
344, 10 10 10 10 10
350, 9 9 9 9 9
353, 10 10 10 10 10
355, 10 10 10 10 10
359, 10 10 10 10 10
361, 10 10 10 10 10
364, 9 9 9 9 9
365, 9 9 9 9 9
374, 9 9 9 9 9
375, 1.000000e+01 10 10 10 10
376, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
378, 10 10 10 10 10
379, 4 4 4 4 4
380, 10 10 10 1.000000e+01 1.000000e+01
383, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
385, 10 10 10 10 10
388, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
390, 9 9 9 9 9
393, 6 6 6 6 6
399, 10 10 10 10 10
401, 10 10 10 10 10
405, 10 10 10 10 10
412, 10 10 10 10 10
413, 10 10 10 10 1.000000e+01
415, 4 4 4 4 4
418, 8 8 8 8 8
431, 6 6 6 6 6
433, 10 10 10 10 10
441, 10 10 10 10 10
443, 10 10 10 10 10
445, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
449, 4 4 4 4 4
456, 10 10 10 10 10
458, 10 10 10 10 10
459, 9 9 9 9 9
463, 10 10 10 10 10
466, 5 5 5 5 5
477, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
478, 10 10 10 10 10
481, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
487, 10 10 10 10 10
488, 9 9 9 9 9
491, 1 1 1 1 1
494, 8 8 8 8 8
503, 10 10 10 10 10
504, 7 7 7 7 7
508, 3 3 3 3 3
509, 10 10 10 10 10
510, 8 8 8 8 8
511, 6 6 6 6 6
516, 9 9 9 9 9
524, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
527, 1.000000e+01 10 10 10 10
531, 7 7 7 7 7
532, 10 10 10 10 10
541, 10 10 10 10 10
542, 10 10 10 10 10
543, 5 5 5 5 5
549, 1.000000e+01 10 10 10 10
551, 10 10 10 10 10
559, 6 6 6 6 6
565, 8 8 8 8 8
568, 10 10 10 10 10
569, 10 10 10 10 10
572, 10 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
582, 8 8 8 8 8
589, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
590, 6 6 6 6 6
592, 10 10 10 10 10
595, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
599, 9 9 9 9 9
600, 9 9 9 9 9
603, 8 8 8 8 8
605, 10 10 10 10 10
606, 10 10 10 10 10
615, 10 10 10 10 10
616, 10 10 10 10 10
617, 9 9 9 9 9
621, 10 10 10 10 10
632, 4 4 4 4 4
643, 10 10 10 10 10
646, 1 1 1 1 1
651, 10 10 10 10 10
652, 9 9 9 9 9
653, 8 8 8 8 8
654, 4 4 4 4 4
658, 10 10 10 10 10
659, 9 9 9 9 9
663, 9 9 9 9 9
665, 2 2 2 2 2
673, 6 6 6 6 6
675, 10 10 10 10 10
680, 10 10 10 10 10
681, 10 10 10 10 10
684, 9 9 9 9 9
691, 9 9 9 9 9
696, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
700, 10 10 10 10 9
705, 8 8 8 8 8
706, 7 7 7 7 7
710, 7 7 7 7 7
712, 1.000000e+01 10 10 10 10
713, 10 10 10 10 10
715, 6 6 6 6 6
717, 10 10 10 10 10
722, 10 10 10 10 10
725, 4 4 4 4 4
729, 8 8 8 8 8
733, 9 9 9 9 9
739, 9 9 9 9 9
741, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
744, 10 10 10 0 0
747, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
750, 1.000000e+01 10 10 10 10
757, 9 9 9 9 9
759, 10 10 10 10 10
761, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
773, 10 10 10 10 10
777, 6.000000e+00 6.000000e+00 6.000000e+00 6.000000e+00 6
780, 10 10 10 10 10
782, 10 10 10 10 10
784, 10 10 10 10 10
787, 10 10 10 10 10
788, 10 10 10 10 10
789, 6 6 6 6 6
791, 9 9 9 9 9
792, 10 10 10 10 10
796, 10 10 10 10 10
801, 10 10 10 10 10
806, 10 10 10 10 10
808, 10 10 10 10 10
810, 10 10 10 10 10
813, 10 10 10 10 10
816, 8 8 8 8 8
820, 10 10 10 10 10
826, 10 10 10 10 10
827, 9 9 9 9 9
828, 10 10 10 10 8
831, 1.000000e+01 10 10 10 10
833, 10 10 10 10 10
834, 10 10 10 10 10
835, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
839, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
850, 10 10 10 10 10
852, 10 10 10 10 10
853, 9 9 9 9 9
854, 10 10 10 10 10
857, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
862, 1.000000e+01 10 10 10 10
867, 10 10 10 10 10
869, 10 10 10 10 10
873, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
874, 2 2 2 2 2
879, 10 10 10 10 10
883, 9 9 9 9 9
884, 10 10 10 10 10
886, 6.000000e+00 6.000000e+00 6.000000e+00 6 6
888, 1.000000e+01 10 10 10 10
890, 9 9 9 9 9
899, 1 1 1 1 1
900, 10 10 10 10 10
905, 6.000000e+00 6 6 6 6
907, 10 10 10 10 10
908, 10 10 10 10 10
909, 10 10 10 10 10
916, 3 3 3 3 3
919, 10 10 10 10 10
926, 10 10 9.309529e+00 9.309529e+00 9.309529e+00
927, 10 10 10 10 10
929, 10 10 10 10 10
937, 10 10 10 10 10
942, 10 10 10 10 10
944, 10 10 10 10 10
946, 8 8 8 8 8
947, 10 10 10 10 10
949, 1 1 1 1 1
956, 9 9 9 9 9
958, 6 6 6 6 6
961, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
968, 10 10 10 10 10
969, 10 10 10 10 10
972, 10 10 10 10 10
977, 7 7 7 7 7
978, 10 10 9.472136e+00 9.472136e+00 9.472136e+00
979, 10 10 10 10 10
982, 10 10 10 10 10
983, 10 10 10 10 10
987, 10 10 10 10 10
990, 8 8 8 8 8
1005, 10 10 10 10 10
1010, 10 10 10 10 10
1011, 10 10 10 10 10
1014, 10 10 10 10 10
1016, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1017, 10 10 10 10 10
1033, 8 8 8 8 8
1043, 7 7 0 0 0
1044, 10 10 10 10 10
1046, 8 8 8 8 8
1055, 9 9 9 9 9
1060, 10 10 10 10 10
1061, 8 8 8 8 8
1067, 10 10 10 10 10
1068, 10 10 10 10 10
1076, 1 1 1 1 1
1077, 9 9 9 9 9
1084, 10 10 10 10 10
1097, 10 10 10 10 10
1102, 10 10 10 10 10
1107, 4 4 4 4 4
1110, 10 10 10 10 10
1112, 8 8 8 8 8
1113, 1.000000e+01 10 10 10 10
1114, 8 8 8 8 8
1117, 10 10 10 10 10
1118, 10 10 10 10 10
1121, 8 8 8 8 8
1122, 3 3 3 3 3
1128, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1135, 10 10 10 10 10
1136, 10 10 10 10 10
1137, 10 10 10 10 10
1144, 10 10 10 10 10
1145, 8 8 8 8 8
1146, 9 9 9 9 9
1148, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1151, 10 10 10 10 10
1152, 10 10 10 10 10
1157, 8 8 8 8 8
1159, 10 10 10 10 10
1161, 10 9.101021e+00 9.101021e+00 9.101021e+00 9.101021e+00
1163, 10 10 10 10 10
1165, 1.000000e+01 1.000000e+01 10 10 10
1173, 10 10 10 10 10
1175, 10 10 10 10 10
1177, 10 10 10 10 10
1178, 10 10 10 10 10
1180, 5 5 5 5 5
1181, 9 9 9 9 9
1184, 5 5 5 5 5
1189, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
1190, 10 10 10 10 10
1193, 10 10 10 10 10
1201, 9 9 9 9 9
1204, 8 8 7.519259e+00 7.519259e+00 7.519259e+00
1205, 10 10 10 10 10
1218, 9 9 9 8 7.333333e+00
1222, 1 1 1 1 1
1224, 9 9 9 9 9
1229, 4 4 4 4 4
1233, 10 10 10 10 10
1235, 7 7 4.251761e+00 4.251761e+00 4.251761e+00
1236, 1.000000e+01 10 10 10 10
1238, 10 10 10 10 10
1240, 10 10 10 10 10
1249, 2 2 2 2 2
1256, 10 10 10 10 10
1263, 10 10 10 10 10
1264, 10 10 10 10 10
1279, 9 9 9 9 9
1280, 9 9 9 9 9
1282, 10 10 10 10 10
1289, 10 10 10 10 10
1291, 10 10 10 10 10
1292, 10 10 10 10 10
1297, 9 9 9 9 9
1298, 10 10 10 10 10
1314, 9 9 9 9 9
1316, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1322, 10 10 10 10 10
1327, 9 9 9 9 9
1333, 10 10 10 10 10
1334, 10 10 10 10 10
1335, 7.000000e+00 7 7 7 7
1336, 7.000000e+00 7.000000e+00 7 7 7
1343, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
1345, 10 10 10 10 10
1346, 8 8 8 8 8
1348, 9 9 9 9 9
1356, 8 8 8 8 8
1361, 7.000000e+00 7 7 7 7
1365, 8 8 8 8 8
1373, 9 9 9 9 9
1378, 10 10 10 10 10
1379, 7.000000e+00 7 7 7 7
1387, 9 9 9 9 9
1391, 10 10 10 10 10
1405, 10 10 10 10 10
1406, 8 8 8 8 8
1408, 10 10 10 10 10
1416, 1 1 1 1 1
1417, 10 10 10 10 10
1418, 10 10 10 10 10
1420, 9 9 9 9 9
1423, 7 7 7 7 7
1426, 9 9 9 9 9
1428, 8 8 8 8 8
1431, 10 10 10 10 10
1433, 10 10 10 10 10
1436, 9 9 9 9 9
1438, 10 10 10 10 10
1444, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
1445, 5 5 5 5 5
1447, 2 2 2 2 2
1452, 9.000000e+00 9 9 9 9
1453, 9 9 9 9 9
1463, 10 10 10 10 10
1470, 8 8 8 8 8
1473, 6 6 6 6 6
1474, 9 9 9 9 9
1476, 9 9 9 9 9
1481, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
1484, 8 8 8 8 8
1486, 10 10 10 10 10
1487, 9 9 9 9 9
1493, 2 2 2 2 2
1501, 9 9 9 9 9
1502, 6 6 6 6 6
1503, 4 4 4 4 4
1506, 8 8 8 8 8
1508, 10 10 10 10 10
1509, 10 10 10 10 10
1510, 10 10 10 10 10
1511, 10 10 10 10 10
1516, 7 7 7 7 7
1527, 10 10 10 10 10
1528, 9 9 9 9 9
1538, 7 7 7 7 7
1547, 6 6 6 6 6
1551, 9 9 9 9 9
1555, 9 9 9 9 9
1560, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1564, 10 10 10 10 10
1572, 10 10 10 10 10
1576, 10 10 10 10 10
1577, 7 7 7 7 7
1578, 8 8 8 8 8
1587, 8 8 8 8 8
1588, 6 6 6 6 6
1606, 10 10 10 10 10
1607, 9 9 9 9 9
1617, 8 8 8 8 8
1620, 10 10 10 10 10
1624, 10 10 10 10 10
1626, 3 3 3 3 3
1627, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1635, 9 9 9 9 9
1636, 10 10 10 10 10
1637, 10 10 10 10 10
1638, 8 8 8 8 8
1641, 9 9 9 9 9
1642, 10 10 10 10 10
1643, 9 9 9 8 8
1644, 8 8 8 8 8
1645, 9 9 9 9 9
1647, 10 10 10 10 10
1648, 1 1 1 1 1
1649, 10 10 10 10 10
1657, 8 8 8 8 8
1658, 10 10 4.874508e+00 4.874508e+00 4.874508e+00
1661, 1 1 1 1 1
1663, 6 6 6 6 6
1664, 9 9 9 9 9
1667, 3 3 3 3 3
1670, 10 10 10 10 10
1675, 10 10 10 10 10
1681, 9 9 9 9 9
1684, 7 7 7 7 7
1685, 9 9 9 9 9
1686, 9 9 9 9 9
1693, 7 7 7 7 7
1696, 1.000000e+01 10 10 10 10
1699, 10 10 10 10 10
1707, 9 9 9 9 9
1713, 10 10 10 10 10
1719, 10 10 10 10 10
1723, 10 10 10 10 10
1726, 10 10 10 10 10
1727, 5 5 5 5 5
1728, 8 8 8 8 8
1734, 9 9 9 9 9
1739, 2 2 2 2 2
1740, 10 10 10 10 10
1750, 4 4 4 4 4
1756, 6 6 6 6 6
1757, 7 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1760, 10 10 10 10 10
1761, 8 8 8 8 8
1764, 7 7 7 7 7
1765, 3 3 3 3 3
1766, 9 9 9 9 9
1767, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1768, 10 10 10 10 10
1773, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1782, 10 10 10 10 10
1785, 9 9 9 9 9
1786, 10 10 10 10 10
1787, 10 10 10 10 10
1788, 8 8 8 8 8
1789, 9 9 9 9 9
1792, 9 9 9 9 9
1796, 1 1 1 1 1
1800, 6 6 6 6 6
1803, 9 9 9 9 9
1804, 8 8 8 8 8
1805, 10 10 10 10 10
1806, 5 5 5 5 5
1807, 10 10 10 10 10
1808, 9 9 9 9 9
1812, 7 4.236068e+00 4.236068e+00 4.236068e+00 4.236068e+00
1813, 9 9 9 9 9
1816, 10 10 10 10 10
1818, 8 8 8 8 8
1820, 8 8 8 8 8
1823, 8 8 8 8 8
1827, 1.000000e+01 10 10 10 10
1829, 8 8 8 8 8
1833, 8 8 8 8 8
1845, 8 8 8 8 8
1857, 2 2 2 2 2
1858, 6 6 6 6 6
1862, 8 8 8 8 8
1866, 9 9 9 9 9
1874, 10 10 10 10 10
1875, 10 10 10 10 10
1876, 10 10 10 10 10
1879, 8 8 8 8 8
1881, 10 10 10 10 10
1883, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1885, 10 10 10 10 10
1888, 10 10 10 10 10
1898, 10 10 10 10 10
1899, 7 7 7 7 7
1900, 9 9 9 9 9
1901, 10 10 10 10 10
1906, 10 10 10 10 10
1910, 9 9 9 9 9
1911, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
1918, 10 10 10 10 10
1919, 10 10 10 10 10
1920, 10 10 10 10 10
1933, 10 10 10 10 10
1935, 10 10 10 10 10
1936, 8 8 8 8 8
1938, 9 9 9 9 9
1940, 3 3 3 3 3
1941, 9 9 9 9 9
1943, 9 9 9 9 9
1944, 8 8 8 8 8
1945, 10 10 10 10 10
1947, 1 1 1 1 1
1948, 10 10 10 10 10
1950, 10 10 10 10 10
1952, 9 9 9 9 9
1954, 10 10 10 10 10
1955, 10 10 10 10 10
1956, 9 9 9 9 9
1957, 7 7 7 7 7
1963, 9 9 9 9 9
1964, 10 10 10 10 10
1976, 8 8 8 8 8
1977, 7 7 7 7 7
1978, 10 10 10 10 10
1981, 10 10 10 10 10
1985, 9 9 9 9 9
1986, 9 9 9 9 9
1991, 10 10 10 10 10
1993, 10 10 10 10 10
1999, 10 10 10 10 10
2007, 6 6 6 6 6
2009, 9 9 9 9 9
2011, 9 9 9 9 9
2013, 10 10 10 10 10
2017, 9 9 9 9 9
2020, 10 10 10 10 10
2027, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2028, 10 10 10 10 10
2037, 10 10 10 10 10
2040, 3 3 3 3 3
2041, 10 10 10 10 10
2042, 10 10 10 10 10
2045, 7.000000e+00 7 7 7 7
2051, 9 9 9 9 9
2052, 10 10 10 10 10
2053, 9 9 9 9 9
2054, 10 10 10 10 10
2058, 10 10 10 10 10
2060, 10 10 10 10 10
2061, 10 10 10 10 10
2066, 1.000000e+01 10 10 10 10
2072, 10 10 10 10 10
2073, 8 8 8 8 8
2080, 10 10 10 10 10
2081, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2084, 10 10 10 10 10
2086, 10 10 10 10 10
2090, 9 9 9 9 9
2091, 9 9 9 9 9
2095, 9 9 9 9 9
2097, 1 1 1 1 1
2106, 9 9 9 9 9
2108, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
2117, 10 10 10 10 10
2119, 10 10 10 10 10
2121, 8 8 8 8 8
2124, 10 10 10 10 10
2129, 8 8 8 8 8
2130, 8 8 8 8 8
2132, 10 10 10 10 10
2133, 10 10 10 10 10
2135, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2136, 3 3 3 3 3
2137, 10 10 10 10 10
2146, 9 9 9 5.000000e+00 5.000000e+00
2147, 8 8 8 8 8
2149, 9 9 9 9 9
2155, 9.000000e+00 9 9 9 9
2156, 8 8 8 8 8
2157, 10 10 10 10 10
2164, 10 10 10 10 10
2167, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2168, 9 9 9 9 9
2179, 10 10 10 10 10
2182, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
2186, 1.000000e+01 10 9.000000e+00 9.000000e+00 9.000000e+00
2195, 10 10 10 10 10
2202, 10 10 10 10 10
2212, 9 9 9 9 9
2227, 7 7 7 7 7
2236, 9 9 9 9 9
2244, 10 10 10 10 10
2247, 10 10 10 10 10
2248, 10 10 10 10 10
2254, 8 8 8 8 8
2257, 10 10 10 10 10
2261, 10 10 10 10 10
2263, 9 9 9 9 9
2265, 10 10 10 10 10
2268, 10 10 10 10 10
2270, 10 10 10 10 10
2272, 10 10 10 10 10
2273, 9 9 9 9 9
2274, 10 10 10 10 10
2280, 3 3 3 3 3
2285, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2287, 9 9 9 9 9
2290, 8 8 8 8 8
2298, 10 10 10 10 10
2305, 6 6 6 6 6
2306, 8 8 8 8 8
2312, 10 10 10 10 10
2313, 9 9 9 9 9
2319, 4 4 4 4 4
2320, 10 10 10 10 10
2324, 1 1 1 1 1
2326, 9 9 9 9 9
2330, 10 10 10 10 10
2338, 8 8 8 8 8
2341, 10 10 10 10 10
2345, 9 9 9 9 9
2346, 1.000000e+01 10 10 10 10
2347, 10 10 10 10 10
2351, 10 10 10 10 10
2352, 9 9 9 9 9
2357, 9 9 9 9 9
2360, 10 10 10 10 10
2361, 10 10 10 10 10
2366, 6 6 6 6 6
2368, 5 5 5 5 5
2369, 10 10 10 10 10
2374, 1 1 1 1 1
2379, 10 9.000000e+00 9.000000e+00 9.000000e+00 9.000000e+00
2388, 1.000000e+01 10 10 10 10
2394, 10 10 10 10 10
2397, 6 6 6 6 6
2398, 8 8 8 8 8
2399, 10 10 10 10 10
2403, 10 10 10 10 10
2404, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
2407, 9 9 9 8.500000e+00 8.500000e+00
2409, 10 10 10 10 10
2410, 10 10 10 10 10
2414, 7.000000e+00 7 7 7 7
2421, 9 9 9 9 9
2426, 8 8 8 8 8
2428, 10 10 10 10 10
2435, 1 1 1 1 1
2442, 9 9 9 9 9
2448, 8 8 8 8 8
2449, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
2452, 10 10 10 10 10
2455, 4 4 4 4 4
2466, 7 7 7 7 7
2467, 7 7 7.000000e+00 7.000000e+00 7.000000e+00
2472, 10 10 10 10 10
2474, 10 10 10 10 10
2480, 6.000000e+00 6 6 6 6
2489, 9 9 9 9 9
2496, 10 10 10 10 10
2500, 9 9 9 9 9
2502, 4 4 4 4 4
2504, 10 10 10 10 10
2506, 7.528857e+00 7.483315e+00 7.483315e+00 7.483315e+00 7.483315e+00
2508, 9 9 9 9 9
2512, 10 10 10 10 10
2519, 8 8 8 8 8
2520, 10 10 10 10 10
2521, 10 10 10 10 10
2524, 1.000000e+01 10 10 10 10
2528, 7.000000e+00 7.000000e+00 7 7 7
2543, 8 8 8 8 8
2547, 10 10 10 10 10
2549, 8 8 8 8 8
2551, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2557, 9 9 9 9 9
2560, 1 1 1 1 1
2561, 10 10 10 10 10
2564, 10 10 10 10 10
2569, 7.000000e+00 7.000000e+00 7 7 7
2570, 7 7 7 7 7
2571, 9 9 9 9 9
2581, 8 8 8 8 8
2582, 9 9 9 9 9
2585, 10 10 10 10 10
2591, 3.000000e+00 3.000000e+00 3.000000e+00 3 3
2595, 9 9 9 9 9
2597, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2599, 6.000000e+00 6 6 6 6
2602, 8 8 8 8 8
2603, 10 10 10 10 10
2604, 2 2 2 2 2
2610, 9 9 9 9 9
2617, 10 10 10 10 10
2621, 10 10 10 10 10
2623, 6 6 6 5.464102e+00 5.464102e+00
2624, 10 10 10 10 10
2629, 7.000000e+00 7 7 7 7
2631, 10 10 10 10 10
2633, 10 10 10 10 10
2638, 10 10 10 10 10
2644, 10 10 10 10 10
2645, 7 7 7 7 7
2647, 10 10 10 10 10
2648, 10 10 8.500000e+00 8.500000e+00 8.500000e+00
2651, 6 6 6 6 6
2654, 10 10 10 10 10
2655, 1 1 1 1 1
2658, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2661, 3 3 3 3 3
2662, 9.000000e+00 9.000000e+00 9.000000e+00 9 9
2667, 10 10 10 10 10
2674, 10 10 10 10 10
2675, 10 10 10 10 10
2680, 10 10 10 10 10
2686, 8 8 8 8 8
2690, 9 9 9 9 9
2696, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
2697, 10 10 10 10 10
2699, 10 10 10 10 10
2701, 9 9 9 9 9
2709, 6 6 6 6 6
2712, 6 6 6 6 6
2713, 7 7 7 7 7
2716, 1 1 1 1 1
2718, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2721, 1 1 1 1 1
2728, 10 10 10 10 10
2729, 9 9 9 9 9
2734, 1 1 1 1 1
2737, 9 9 9 9 9
2743, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
2751, 8 8 8 8 8
2762, 10 10 10 10 10
2764, 10 10 10 6.500000e+00 6.500000e+00
2772, 9.000000e+00 9.000000e+00 9.000000e+00 9.000000e+00 9.000000e+00
2775, 10 10 10 10 10
2776, 10 10 10 10 10
2782, 8 8 8 8 8
2784, 10 10 10 10 10
2785, 8 8 8 8 8
2795, 10 10 10 10 10
2800, 6 6 6 6 6
2801, 1.000000e+01 10 10 10 10
2808, 10 10 10 10 10
2812, 10 10 10 10 10
2813, 1.000000e+01 10 10 10 10
2816, 10 10 10 10 10
2823, 1.000000e+01 1.000000e+01 10 10 10
2829, 1.000000e+01 10 10 10 10
2830, 10 10 10 10 10
2832, 10 9.527864e+00 9.527864e+00 9.527864e+00 9.527864e+00
2835, 9 9 9 9 9
2837, 8 8 8 8 7.000000e+00
2839, 10 10 10 10 10
2843, 9 9 9 9 9
2845, 8 8 8 8 8
2850, 10 10 10 9.500000e+00 9.500000e+00
2860, 10 10 10 10 10
2862, 1.000000e+01 10 10 10 10
2865, 10 10 10 10 10
2867, 5 5 5 5 5
2869, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2875, 8 8 8 8 8
2877, 5 5 5 5 5
2880, 7.000000e+00 7 7 7 7
2883, 9 9 9 9 9
2884, 7.000000e+00 7 7 7 7
2886, 3 3 3 3 3
2888, 1 1 1 1 1
2895, 10 9 9 9 9
2903, 9 9 9 9 9
2904, 10 10 10 10 10
2908, 9 7.954451e+00 7.954451e+00 7.954451e+00 7.954451e+00
2909, 10 10 10 10 10
2914, 10 10 10 10 10
2917, 10 10 10 10 10
2921, 1 1 1 1 1
2926, 10 10 10 10 10
2933, 10 10 10 10 10
2935, 1 1 1 1 1
2951, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
2957, 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01 1.000000e+01
2964, 10 10 10 10 10
2967, 8 8 8 8 8
2968, 9 9 9 9 9
2978, 9 9 9 9 9
2985, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
2990, 8 8 8 8 8
2993, 8 8 8 8 8
2996, 10 10 10 10 10
2997, 8 8 8 8 8
2998, 10 10 10 10 10
3001, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
3003, 10 10 10 10 10
3014, 10 10 10 10 10
3017, 10 10 10 9 9
3019, 10 10 10 10 10
3020, 10 10 10 10 10
3023, 9 9 9 9 9
